30 11 2017, 5.42, 9.48
01 12 2017, 5.47, 8.54
02 12 2017, 0.00, 13.52
03 12 2017, 28.21, 11.33
04 12 2017, 21.24, 13.17
05 12 2017, 0.86, 10.46
06 12 2017, 33.75, 11.47
07 12 2017, 0.00, 25.32
08 12 2017, 41.95, 8.26
09 12 2017, 37.84, 9.08
10 12 2017, 0.00, 23.24
11 12 2017, 22.76, 11.90
12 12 2017, 13.10, 8.43
13 12 2017, 22.64, 13.16
14 12 2017, 70.24, 9.20
15 12 2017, 113.61, 10.97
16 12 2017, 30.37, 8.76
17 12 2017, 39.87, 15.30
18 12 2017, 0.00, 18.17
19 12 2017, 0.00, 15.34
20 12 2017, 0.00, 20.65
21 12 2017, 0.00, 21.80
22 12 2017, 0.00, 24.24
23 12 2017, 0.00, 15.44
24 12 2017, 0.00, 13.37
25 12 2017, 6.50, 11.94
26 12 2017, 111.33, 10.63
27 12 2017, 0.61, 13.30
28 12 2017, 59.27, 7.65
29 12 2017, 2.42, 10.03
30 12 2017, 0.00, 25.93
31 12 2017, 0.00, 24.35
