00Z 02 12 2017, 0.00, 13.52
12Z 02 12 2017, 31.09, 17.07
00Z 03 12 2017, 28.21, 11.33
12Z 03 12 2017, 8.02, 16.68
00Z 04 12 2017, 21.24, 13.17
12Z 04 12 2017, 21.14, 12.30
00Z 05 12 2017, 0.86, 10.46
12Z 05 12 2017, 1.61, 10.18
00Z 06 12 2017, 33.75, 11.47
12Z 06 12 2017, 37.78, 14.12
00Z 07 12 2017, 0.00, 25.32
12Z 07 12 2017, 0.00, 6.24
00Z 08 12 2017, 41.95, 8.26
12Z 08 12 2017, 11.35, 7.14
00Z 09 12 2017, 37.84, 9.08
12Z 09 12 2017, 0.00, 10.71
00Z 10 12 2017, 0.00, 23.24
12Z 10 12 2017, 0.02, 8.95
00Z 11 12 2017, 22.76, 11.90
12Z 11 12 2017, 0.00, 6.64
00Z 12 12 2017, 13.10, 8.43
12Z 12 12 2017, 0.49, 10.23
00Z 13 12 2017, 22.64, 13.16
12Z 13 12 2017, 84.63, 15.07
00Z 14 12 2017, 70.24, 9.20
12Z 14 12 2017, 23.07, 8.15
00Z 15 12 2017, 113.61, 10.97
12Z 15 12 2017, 4.97, 10.15
00Z 16 12 2017, 30.37, 8.76
12Z 16 12 2017, 5.15, 9.90
00Z 17 12 2017, 39.87, 15.30
12Z 17 12 2017, 9.76, 19.49
00Z 18 12 2017, 0.00, 18.17
12Z 18 12 2017, 0.00, 14.91
00Z 19 12 2017, 0.00, 15.34
12Z 19 12 2017, 0.00, 19.71
00Z 20 12 2017, 0.00, 20.65
12Z 20 12 2017, 0.00, 19.47
00Z 21 12 2017, 0.00, 21.80
12Z 21 12 2017, 2.43, 14.08
00Z 22 12 2017, 0.00, 24.24
12Z 22 12 2017, 0.00, 17.48
00Z 23 12 2017, 0.00, 15.44
12Z 23 12 2017, 0.00, 14.07
00Z 24 12 2017, 0.00, 13.37
12Z 24 12 2017, 0.45, 12.04
00Z 25 12 2017, 6.50, 11.94
12Z 25 12 2017, 59.14, 14.66
00Z 26 12 2017, 111.33, 10.63
12Z 26 12 2017, 0.00, 15.32
00Z 27 12 2017, 0.61, 13.30
12Z 27 12 2017, 85.50, 7.14
00Z 28 12 2017, 59.27, 7.65
12Z 28 12 2017, 8.19, 9.96
00Z 29 12 2017, 2.42, 10.03
12Z 29 12 2017, 67.32, 10.00
00Z 30 12 2017, 0.00, 25.93
12Z 30 12 2017, 6.91, 23.46
00Z 31 12 2017, 0.00, 24.35
12Z 31 12 2017, 210.37, 14.21
