22 03 2017, 66.03, 9.32
23 03 2017, 0.01, 13.13
24 03 2017, 0.00, 14.70
25 03 2017, 0.00, 6.42
26 03 2017, 0.00, 13.03
27 03 2017, 0.00, 10.11
28 03 2017, 132.98, 16.59
29 03 2017, 0.00, 26.30
30 03 2017, 0.00, 23.34
31 03 2017, 52.77, 17.93
01 04 2017, 23.66, 14.70
02 04 2017, 0.00, 10.13
03 04 2017, 9.54, 18.80
04 04 2017, 0.13, 13.11
05 04 2017, 0.59, 9.63
06 04 2017, 0.06, 10.84
07 04 2017, 0.00, 10.26
08 04 2017, 0.00, 13.08
09 04 2017, 1.70, 8.48
10 04 2017, 5.20, 10.58
11 04 2017, 0.00, 15.12
12 04 2017, 3.99, 12.24
13 04 2017, 3.52, 13.86
14 04 2017, 10.56, 20.41
15 04 2017, 2.71, 12.43
16 04 2017, 0.00, 16.11
17 04 2017, 16.15, 14.23
18 04 2017, 0.00, 15.42
19 04 2017, 2.79, 14.71
20 04 2017, 0.00, 16.21
21 04 2017, 0.00, 11.98
22 04 2017, 0.39, 14.47
23 04 2017, 11.07, 16.16
24 04 2017, 6.84, 14.53
25 04 2017, 7.20, 6.83
26 04 2017, 0.46, 7.78
27 04 2017, 23.11, 12.39
28 04 2017, 18.62, 10.85
29 04 2017, 44.33, 11.95
30 04 2017, 11.16, 17.44
01 05 2017, 4.23, 18.97
02 05 2017, 8.08, 12.19
03 05 2017, 0.00, 9.12
04 05 2017, 3.58, 12.98
05 05 2017, 0.85, 11.68
06 05 2017, 0.00, 23.68
07 05 2017, 0.00, 15.37
08 05 2017, 0.01, 15.45
09 05 2017, 2.14, 10.23
10 05 2017, 0.00, 9.91
11 05 2017, 1.30, 22.37
12 05 2017, 0.19, 24.27
13 05 2017, 2.93, 17.92
14 05 2017, 130.88, 13.10
15 05 2017, 0.00, 34.75
16 05 2017, 0.00, 31.30
17 05 2017, 0.00, 22.79
18 05 2017, 21.16, 13.05
19 05 2017, 55.27, 13.42
20 05 2017, 8.24, 14.70
21 05 2017, 2.11, 17.50
22 05 2017, 0.00, 23.90
23 05 2017, 0.00, 25.32
24 05 2017, 0.30, 19.59
25 05 2017, 0.00, 19.87
26 05 2017, 0.00, 18.54
27 05 2017, 1.22, 17.09
28 05 2017, 0.00, 34.62
29 05 2017, 0.00, 23.81
30 05 2017, 25.44, 21.74
31 05 2017, 24.97, 20.99
01 06 2017, 0.00, 20.02
02 06 2017, 0.00, 24.79
03 06 2017, 19.31, 20.61
04 06 2017, 20.62, 20.62
05 06 2017, 13.73, 26.95
06 06 2017, 189.00, 14.94
07 06 2017, 3.67, 27.21
08 06 2017, 23.10, 18.45
09 06 2017, 19.24, 17.99
10 06 2017, 0.00, 29.92
11 06 2017, 70.56, 16.07
12 06 2017, 0.00, 20.01
13 06 2017, 0.00, 23.67
14 06 2017, 0.00, 20.59
15 06 2017, 0.05, 13.73
16 06 2017, 0.00, 27.21
17 06 2017, 0.00, 23.51
18 06 2017, 0.00, 19.72
19 06 2017, 28.56, 21.68
20 06 2017, 206.05, 20.61
21 06 2017, 380.11, 23.79
22 06 2017, 2.59, 19.00
23 06 2017, 12.43, 18.13
24 06 2017, 1.15, 31.22
25 06 2017, 3.27, 29.54
26 06 2017, 3.62, 29.51
27 06 2017, 3.00, 32.70
28 06 2017, 8.95, 28.72
29 06 2017, 9.66, 26.00
30 06 2017, 3.46, 25.72
01 07 2017, 0.00, 21.60
02 07 2017, 0.32, 16.99
03 07 2017, 2.23, 30.08
04 07 2017, 0.00, 27.62
05 07 2017, 0.00, 25.88
06 07 2017, 0.00, 22.60
07 07 2017, 0.00, 29.53
08 07 2017, 34.72, 33.47
09 07 2017, 5.37, 22.64
10 07 2017, 0.00, 21.64
11 07 2017, 0.00, 35.26
12 07 2017, 0.00, 13.04
13 07 2017, 30.66, 21.95
14 07 2017, 1.74, 18.25
15 07 2017, 0.00, 37.16
16 07 2017, 0.00, 34.57
17 07 2017, 0.00, 24.14
18 07 2017, 100.65, 32.10
19 07 2017, 58.28, 34.75
20 07 2017, 51.57, 19.08
22 07 2017, 41.91, 22.31
23 07 2017, 23.02, 22.61
24 07 2017, 0.00, 23.07
25 07 2017, 0.00, 30.32
26 07 2017, 0.04, 20.99
27 07 2017, 26.87, 20.60
28 07 2017, 3.23, 33.56
29 07 2017, 0.98, 31.44
30 07 2017, 289.84, 24.00
31 07 2017, 118.52, 22.66
01 08 2017, 129.23, 20.52
02 08 2017, 0.00, 31.32
03 08 2017, 34.41, 20.43
04 08 2017, 38.28, 19.99
05 08 2017, 93.01, 15.58
06 08 2017, 11.61, 26.08
07 08 2017, 30.67, 23.17
08 08 2017, 93.38, 16.76
09 08 2017, 106.93, 24.02
10 08 2017, 4.05, 15.40
11 08 2017, 4.00, 34.69
12 08 2017, 4.34, 15.14
13 08 2017, 5.38, 16.82
14 08 2017, 0.00, 32.85
15 08 2017, 65.93, 17.57
16 08 2017, 4.76, 32.19
17 08 2017, 86.19, 21.44
18 08 2017, 219.02, 17.94
19 08 2017, 36.71, 13.85
20 08 2017, 0.00, 40.02
21 08 2017, 0.06, 30.97
22 08 2017, 14.93, 35.01
23 08 2017, 30.16, 23.20
24 08 2017, 12.67, 20.95
25 08 2017, 11.92, 24.02
26 08 2017, 0.00, 32.15
27 08 2017, 0.00, 30.21
28 08 2017, 0.00, 22.95
29 08 2017, 0.26, 32.29
30 08 2017, 19.46, 16.57
31 08 2017, 134.51, 21.50
01 09 2017, 11.07, 15.77
02 09 2017, 10.12, 14.89
03 09 2017, 91.66, 36.34
04 09 2017, 0.42, 33.87
05 09 2017, 0.00, 27.49
06 09 2017, 17.99, 18.63
07 09 2017, 12.04, 28.74
08 09 2017, 145.34, 24.31
09 09 2017, 276.62, 20.42
10 09 2017, 0.02, 25.42
11 09 2017, 84.05, 18.84
12 09 2017, 19.65, 15.85
13 09 2017, 69.04, 14.68
14 09 2017, 194.87, 17.37
15 09 2017, 63.81, 17.90
16 09 2017, 33.27, 16.92
17 09 2017, 72.53, 16.75
18 09 2017, 17.55, 15.51
19 09 2017, 35.41, 22.73
20 09 2017, 0.00, 37.01
21 09 2017, 16.64, 11.89
22 09 2017, 10.12, 25.65
23 09 2017, 0.00, 18.05
24 09 2017, 2.04, 20.75
25 09 2017, 0.00, 15.63
26 09 2017, 0.00, 17.61
27 09 2017, 0.00, 38.43
28 09 2017, 9.32, 18.71
29 09 2017, 78.76, 13.71
30 09 2017, 27.44, 27.83
01 10 2017, 0.00, 33.29
02 10 2017, 0.00, 29.49
04 10 2017, 6.33, 18.42
05 10 2017, 0.00, 23.76
06 10 2017, 0.00, 14.71
07 10 2017, 0.00, 34.00
08 10 2017, 0.13, 28.34
09 10 2017, 0.30, 21.14
10 10 2017, 13.55, 24.47
11 10 2017, 23.53, 31.87
12 10 2017, 2.85, 13.39
13 10 2017, 0.00, 26.11
14 10 2017, 1.47, 21.09
15 10 2017, 0.08, 22.90
16 10 2017, 18.62, 12.60
17 10 2017, 17.50, 20.52
18 10 2017, 26.00, 21.31
19 10 2017, 3.18, 28.09
20 10 2017, 12.26, 21.64
21 10 2017, 74.07, 17.10
22 10 2017, 37.94, 16.80
23 10 2017, 0.00, 21.16
24 10 2017, 0.00, 25.36
25 10 2017, 0.00, 14.15
26 10 2017, 0.00, 21.93
27 10 2017, 0.00, 16.94
28 10 2017, 0.84, 24.14
29 10 2017, 17.17, 22.23
30 10 2017, 3.16, 17.43
31 10 2017, 0.00, 20.32
01 11 2017, 0.00, 12.86
02 11 2017, 0.00, 18.04
03 11 2017, 0.00, 24.06
04 11 2017, 23.88, 10.55
05 11 2017, 97.04, 10.69
06 11 2017, 3.16, 16.88
07 11 2017, 0.00, 12.46
08 11 2017, 0.00, 7.82
09 11 2017, 9.66, 19.05
10 11 2017, 0.77, 19.28
11 11 2017, 0.98, 28.81
12 11 2017, 9.71, 9.74
13 11 2017, 0.11, 16.78
14 11 2017, 6.90, 11.59
15 11 2017, 0.00, 19.15
16 11 2017, 0.04, 17.02
17 11 2017, 0.00, 7.10
18 11 2017, 0.00, 19.95
19 11 2017, 4.90, 21.98
20 11 2017, 0.00, 19.89
21 11 2017, 31.02, 16.94
22 11 2017, 24.08, 25.60
23 11 2017, 1.40, 11.84
24 11 2017, 0.00, 12.70
25 11 2017, 110.65, 9.05
26 11 2017, 2.51, 16.17
27 11 2017, 2.10, 20.99
28 11 2017, 32.79, 8.25
29 11 2017, 32.24, 10.57
30 11 2017, 34.24, 9.07
01 12 2017, 3.48, 8.17
02 12 2017, 31.09, 17.07
03 12 2017, 8.02, 16.68
04 12 2017, 21.14, 12.30
05 12 2017, 1.61, 10.18
06 12 2017, 37.78, 14.12
07 12 2017, 0.00, 6.24
08 12 2017, 11.35, 7.14
09 12 2017, 0.00, 10.71
10 12 2017, 0.02, 8.95
11 12 2017, 0.00, 6.64
12 12 2017, 0.49, 10.23
13 12 2017, 84.63, 15.07
14 12 2017, 23.07, 8.15
15 12 2017, 4.97, 10.15
16 12 2017, 5.15, 9.90
17 12 2017, 9.76, 19.49
18 12 2017, 0.00, 14.91
19 12 2017, 0.00, 19.71
20 12 2017, 0.00, 19.47
21 12 2017, 2.43, 14.08
22 12 2017, 0.00, 17.48
23 12 2017, 0.00, 14.07
24 12 2017, 0.45, 12.04
25 12 2017, 59.14, 14.66
26 12 2017, 0.00, 15.32
27 12 2017, 85.50, 7.14
28 12 2017, 8.19, 9.96
29 12 2017, 67.32, 10.00
30 12 2017, 6.91, 23.46
31 12 2017, 210.37, 14.21
